step,row,col,x,y,action_idx,action_name,target_row,target_col,target_x,target_y,coverage,best_coverage,valid_actions,q_values,stop_reason
99,21,52,7.875,-0.5249999999999995,0,N,21,52,7.875,-0.5249999999999995,0.7156,0.7156,"[0,1,2,3,4,5,6,7]","[26.27798080444336,25.720813751220703,25.60049057006836,20.048351287841797,25.356918334960938,25.30646324157715,25.656770706176758,25.921266555786133]",
100,22,53,8.224999999999998,-0.8749999999999991,3,SE,22,53,8.224999999999998,-0.8749999999999991,0.7156,0.7156,"[0,1,2,3,4,5,6,7]","[24.161863327026367,24.05199432373047,24.423919677734375,24.642024993896484,23.423784255981445,23.797624588012695,24.305219650268555,24.50982093811035]",
101,23,54,8.575,-1.2249999999999996,3,SE,23,54,8.575,-1.2249999999999996,0.7156,0.7156,"[0,1,2,3,4,5,6,7]","[23.85112953186035,23.727460861206055,24.085845947265625,24.166837692260742,15.927742004394531,24.05535125732422,23.866355895996094,24.134035110473633]",
102,24,55,8.924999999999997,-1.5749999999999993,3,SE,24,55,8.924999999999997,-1.5749999999999993,0.7156,0.7156,"[0,1,2,3,4,5,6,7]","[21.0050106048584,21.28573226928711,21.468990325927734,25.120302200317383,21.84683609008789,20.99068832397461,20.81206512451172,21.01618003845215]",
103,25,55,8.924999999999997,-1.924999999999999,4,S,25,55,8.924999999999997,-1.924999999999999,0.7156,0.7156,"[0,2,3,4,5,6,7]","[19.408153533935547,10.331738471984863,21.217153549194336,21.99209976196289,26.634830474853516,21.99851417541504,20.663217544555664,19.877479553222656]",
104,26,55,8.924999999999997,-2.2749999999999986,4,S,26,55,8.924999999999997,-2.2749999999999986,0.7166,0.7166,"[0,1,2,3,4,5,6,7]","[11.570335388183594,11.797882080078125,12.767589569091797,33.4903564453125,37.21536636352539,21.54874038696289,15.199178695678711,12.2559814453125]",
105,27,54,8.575,-2.625,5,SW,27,54,8.575,-2.625,0.719,0.719,"[0,1,2,3,4,5,6,7]","[10.252340316772461,11.393085479736328,10.909561157226562,18.06081199645996,28.13519287109375,32.692291259765625,28.26607894897461,10.408206939697266]",
106,28,53,8.224999999999998,-2.9749999999999996,5,SW,28,53,8.224999999999998,-2.9749999999999996,0.7229,0.7229,"[0,1,2,3,4,5,6,7]","[-0.3012557029724121,4.9651875495910645,-0.8054413795471191,31.037181854248047,31.640933990478516,34.868499755859375,30.871768951416016,19.674842834472656]",
107,29,54,8.575,-3.3249999999999993,3,SE,29,54,8.575,-3.3249999999999993,0.7273,0.7273,"[0,1,2,3,4,5,6,7]","[0.8063085079193115,-3.654279947280884,16.549169540405273,33.188751220703125,32.74186706542969,26.557519912719727,30.90892219543457,21.583080291748047]",
108,30,53,8.224999999999998,-3.674999999999999,5,SW,30,53,8.224999999999998,-3.674999999999999,0.7321,0.7321,"[0,4,5,6,7]","[-0.6261832118034363,0.7163470387458801,-17.566326141357422,-12.634669303894043,11.308430671691895,18.5037841796875,14.544041633605957,1.6073472499847412]",
109,31,53,8.224999999999998,-4.024999999999999,4,S,31,53,8.224999999999998,-4.024999999999999,0.7351,0.7351,"[0,1,2,3,4,5,6,7]","[4.451632022857666,-7.820554733276367,0.49689561128616333,19.043014526367188,22.33928108215332,8.369011878967285,8.882926940917969,6.601315975189209]",
110,32,53,8.224999999999998,-4.375,4,S,32,53,8.224999999999998,-4.375,0.7385,0.7385,"[0,1,2,3,4,5,6,7]","[-4.687101364135742,-10.662649154663086,16.634212493896484,1.5471525192260742,27.858369827270508,9.452959060668945,12.73894214630127,10.853189468383789]",
111,33,54,8.575,-4.725,3,SE,33,54,8.575,-4.725,0.7496,0.7496,"[0,1,2,3,4,6,7]","[3.6127638816833496,-2.2768187522888184,4.5691728591918945,14.743906021118164,6.202489852905273,2.079866409301758,5.140698432922363,5.392240047454834]",
112,34,54,8.575,-5.074999999999999,4,S,34,54,8.575,-5.074999999999999,0.7521,0.7521,"[0,4,5,6,7]","[-2.3873047828674316,-2.803382396697998,-1.6274515390396118,-1.6670433282852173,28.293006896972656,-0.33235299587249756,-2.0655946731567383,-2.0487136840820312]",
113,35,53,8.224999999999998,-5.424999999999999,5,SW,35,53,8.224999999999998,-5.424999999999999,0.754,0.754,"[0,2,3,4,5,6,7]","[3.4723095893859863,3.9884440898895264,3.666900396347046,3.985069990158081,4.026027679443359,4.111859321594238,3.874392032623291,3.80900239944458]",
114,36,52,7.875,-5.774999999999999,5,SW,36,52,7.875,-5.774999999999999,0.755,0.755,"[0,1,2,3,4,5,6,7]","[4.80506706237793,4.753307342529297,4.9216156005859375,4.9999871253967285,5.088062286376953,5.312967300415039,5.140584468841553,5.01039457321167]",
115,36,51,7.524999999999999,-5.774999999999999,6,W,36,51,7.524999999999999,-5.774999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[5.6212968826293945,5.739391326904297,5.713638782501221,5.762490749359131,5.737915992736816,5.914739608764648,6.005759239196777,5.798807621002197]",
116,36,50,7.174999999999997,-5.774999999999999,6,W,36,50,7.174999999999997,-5.774999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[13.589286804199219,13.499320983886719,13.496097564697266,13.563213348388672,13.736474990844727,13.877450942993164,13.922904968261719,13.73629379272461]",
117,36,49,6.824999999999999,-5.774999999999999,6,W,36,49,6.824999999999999,-5.774999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[14.857353210449219,14.735555648803711,14.772981643676758,14.733551025390625,14.887874603271484,14.999290466308594,15.039566040039062,14.878650665283203]",
118,36,48,6.474999999999998,-5.774999999999999,6,W,36,48,6.474999999999998,-5.774999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[15.813410758972168,15.734963417053223,15.657193183898926,15.77286148071289,15.824542999267578,15.876766204833984,16.051538467407227,15.888070106506348]",
119,36,47,6.125,-5.774999999999999,6,W,36,47,6.125,-5.774999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[16.641132354736328,16.515361785888672,16.50223159790039,16.56279182434082,16.672100067138672,16.57930564880371,16.763765335083008,16.67780303955078]",
120,36,46,5.774999999999999,-5.774999999999999,6,W,36,46,5.774999999999999,-5.774999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[17.21068572998047,17.110355377197266,17.227500915527344,17.228755950927734,17.279125213623047,17.309667587280273,17.461837768554688,17.352630615234375]",
121,36,45,5.424999999999999,-5.774999999999999,6,W,36,45,5.424999999999999,-5.774999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[17.83102798461914,17.68045425415039,17.739519119262695,17.792316436767578,17.86284637451172,17.927227020263672,17.996017456054688,17.97188949584961]",
122,35,45,5.424999999999999,-5.424999999999999,0,N,35,45,5.424999999999999,-5.424999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6]","[18.4637393951416,18.18212890625,18.315380096435547,18.34828758239746,18.4277286529541,18.413419723510742,18.380226135253906,18.527301788330078]",
123,34,45,5.424999999999999,-5.074999999999999,0,N,34,45,5.424999999999999,-5.074999999999999,0.7555,0.7555,"[0,1,2,3,4]","[19.30474090576172,19.062061309814453,18.98824119567871,18.90198516845703,19.120691299438477,19.017175674438477,19.230823516845703,19.38602066040039]",
124,33,46,5.774999999999999,-4.725,1,NE,33,46,5.774999999999999,-4.725,0.7555,0.7555,"[0,1,2,3,4]","[19.917139053344727,20.093341827392578,19.839115142822266,19.66091537475586,19.7298526763916,19.878877639770508,20.039762496948242,20.00824737548828]",
125,32,47,6.125,-4.375,1,NE,32,47,6.125,-4.375,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[20.286376953125,20.458608627319336,20.204296112060547,20.0552921295166,20.145713806152344,20.026447296142578,20.144784927368164,20.307998657226562]",
126,31,48,6.474999999999998,-4.024999999999999,1,NE,31,48,6.474999999999998,-4.024999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[20.488510131835938,20.605754852294922,20.598770141601562,20.293678283691406,20.376911163330078,20.38687515258789,20.458694458007812,20.503936767578125]",
127,31,49,6.824999999999999,-4.024999999999999,2,E,31,49,6.824999999999999,-4.024999999999999,0.7555,0.7555,"[2,3,4,5,6]","[20.382312774658203,20.556522369384766,20.49502944946289,20.24184799194336,20.200992584228516,20.263870239257812,20.19112777709961,20.33120346069336]",
128,30,50,7.174999999999997,-3.674999999999999,1,NE,30,50,7.174999999999997,-3.674999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6]","[19.343891143798828,19.635700225830078,19.208908081054688,19.001808166503906,18.94326400756836,18.9439697265625,19.09198760986328,19.23841094970703]",
129,29,50,7.174999999999997,-3.3249999999999993,0,N,29,50,7.174999999999997,-3.3249999999999993,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[18.589696884155273,18.29934310913086,18.06825828552246,18.006322860717773,17.696334838867188,17.809345245361328,15.683218002319336,18.065288543701172]",
130,28,50,7.174999999999997,-2.9749999999999996,0,N,28,50,7.174999999999997,-2.9749999999999996,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[18.118282318115234,17.7188720703125,17.545822143554688,17.512155532836914,17.244550704956055,17.293622970581055,17.31092643737793,17.5421142578125]",
131,27,50,7.174999999999997,-2.625,0,N,27,50,7.174999999999997,-2.625,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[17.171680450439453,16.863399505615234,16.7568359375,16.63089370727539,16.62179946899414,16.653064727783203,16.87031364440918,17.057607650756836]",
132,26,50,7.174999999999997,-2.2749999999999986,0,N,26,50,7.174999999999997,-2.2749999999999986,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[15.462164878845215,15.277131080627441,15.341718673706055,15.106026649475098,15.213995933532715,15.169668197631836,15.425544738769531,15.308066368103027]",
133,25,51,7.524999999999999,-1.924999999999999,1,NE,25,51,7.524999999999999,-1.924999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[12.161700248718262,12.201643943786621,12.059821128845215,11.900331497192383,11.934253692626953,11.948593139648438,11.950103759765625,11.99792766571045]",
134,24,51,7.524999999999999,-1.5749999999999993,0,N,24,51,7.524999999999999,-1.5749999999999993,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[1.8702120780944824,1.7258238792419434,1.6470897197723389,1.3623263835906982,-4.903721809387207,1.282073736190796,1.2850701808929443,1.3813855648040771]",
135,23,52,7.875,-1.2249999999999996,1,NE,23,52,7.875,-1.2249999999999996,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[-0.11916685104370117,0.11386537551879883,-0.4348926544189453,-0.4825870990753174,-1.372035026550293,-0.5978224277496338,-0.4914886951446533,-0.22419166564941406]",
136,22,53,8.224999999999998,-0.8749999999999991,1,NE,22,53,8.224999999999998,-0.8749999999999991,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[-1.6556339263916016,-1.6263642311096191,-1.7706327438354492,-1.8823833465576172,-4.204959869384766,-2.105393409729004,-1.8253440856933594,-1.713639259338379]",
137,21,52,7.875,-0.5249999999999995,7,NW,21,52,7.875,-0.5249999999999995,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[-1.877138614654541,-2.2508912086486816,-2.279013156890869,-2.376491069793701,-5.495611667633057,-2.301692485809326,-2.205003261566162,-1.5567436218261719]",
138,20,51,7.524999999999999,-0.17499999999999982,7,NW,20,51,7.524999999999999,-0.17499999999999982,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[-2.3877434730529785,-2.6061344146728516,-2.5356316566467285,-2.745266914367676,-2.7621121406555176,-2.6379013061523438,-2.5497260093688965,-2.319221019744873]",
139,19,50,7.174999999999997,0.1750000000000007,7,NW,19,50,7.174999999999997,0.1750000000000007,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[-2.509230852127075,-2.5290095806121826,-2.5464718341827393,-2.572190523147583,-2.561650514602661,-2.5078213214874268,-3.0465681552886963,-2.4563181400299072]",
140,18,51,7.524999999999999,0.5250000000000004,1,NE,18,51,7.524999999999999,0.5250000000000004,0.7555,0.7555,"[0,1,2,3,4]","[-4.414433002471924,-4.282820224761963,-4.504223346710205,-4.4788432121276855,-4.578134059906006,-6.344089508056641,10.583998680114746,-2.8761119842529297]",
141,17,52,7.875,0.875,1,NE,17,52,7.875,0.875,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[-2.610307216644287,-2.4438371658325195,-2.723280906677246,-2.646758556365967,-2.864687442779541,-3.0400352478027344,-2.5156311988830566,-2.685408592224121]",
142,18,51,7.524999999999999,0.5250000000000004,5,SW,18,51,7.524999999999999,0.5250000000000004,0.7555,0.7555,"[0,4,5,6,7]","[-2.8551275730133057,-2.732745885848999,-2.924816370010376,-2.5431787967681885,-2.741325616836548,-2.586918592453003,-2.7613327503204346,-2.673837900161743]",
143,18,50,7.174999999999997,0.5250000000000004,6,W,18,50,7.174999999999997,0.5250000000000004,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[-2.6379997730255127,-2.7728374004364014,-2.8015382289886475,-2.72823166847229,-2.6281321048736572,-2.8451950550079346,-2.3687827587127686,-2.7472293376922607]",
144,19,50,7.174999999999997,0.1750000000000007,4,S,19,50,7.174999999999997,0.1750000000000007,0.7555,0.7555,"[0,1,2,3,4]","[-4.15489387512207,-4.094937324523926,-4.233626365661621,-4.302760124206543,-4.051424026489258,2.6230149269104004,-1.1205968856811523,-1.9990923404693604]",
145,20,50,7.174999999999997,-0.17499999999999982,4,S,20,50,7.174999999999997,-0.17499999999999982,0.7555,0.7555,"[0,1,2,3,4]","[-4.570682525634766,-4.234356880187988,-4.334062576293945,-4.161276817321777,-4.011441230773926,-2.5863687992095947,6.180049896240234,-3.1765172481536865]",
146,21,50,7.174999999999997,-0.5249999999999995,4,S,21,50,7.174999999999997,-0.5249999999999995,0.7555,0.7555,"[0,1,2,3,4]","[-3.0374069213867188,-2.6974425315856934,-2.587599277496338,-2.615324020385742,-2.3291001319885254,-2.180330753326416,-3.0912160873413086,-1.3784642219543457]",
147,21,49,6.824999999999999,-0.5249999999999995,6,W,21,49,6.824999999999999,-0.5249999999999995,0.7555,0.7555,"[0,1,2,3,4,5,6]","[-3.045227527618408,-2.810007095336914,-2.695827007293701,-2.5782041549682617,-2.3439016342163086,-1.9885501861572266,-0.25160932540893555,-1.6096916198730469]",
148,21,48,6.474999999999998,-0.5249999999999995,6,W,21,48,6.474999999999998,-0.5249999999999995,0.7555,0.7555,"[2,3,4,5,6]","[-5.425173759460449,-1.3271558284759521,-1.2150990962982178,-1.0817339420318604,-0.9087684154510498,-0.694800615310669,-0.4122035503387451,-0.4103884696960449]",
149,22,49,6.824999999999999,-0.8749999999999991,3,SE,22,49,6.824999999999999,-0.8749999999999991,0.7555,0.7555,"[2,3,4]","[-0.01132822036743164,-0.14987826347351074,-1.4893319606781006,-0.7683652639389038,-0.7806352376937866,0.7423268556594849,1.1925573348999023,1.8396224975585938]",
150,22,48,6.474999999999998,-0.8749999999999991,6,W,22,48,6.474999999999998,-0.8749999999999991,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[-7.446719169616699,-0.8062739372253418,-1.0822396278381348,-0.9777073860168457,-0.992687463760376,-1.0014944076538086,12.707039833068848,-1.0549867153167725]",
151,23,48,6.474999999999998,-1.2249999999999996,4,S,23,48,6.474999999999998,-1.2249999999999996,0.7555,0.7555,"[0,1,2,3,4]","[0.7164337635040283,-1.4931399822235107,0.7633852958679199,0.84621262550354,0.9038870334625244,1.3660078048706055,19.212181091308594,3.113438606262207]",
152,22,48,6.474999999999998,-0.8749999999999991,0,N,22,48,6.474999999999998,-0.8749999999999991,0.7555,0.7555,"[0,1,2,3,4]","[12.345407485961914,10.467668533325195,10.602226257324219,10.696645736694336,10.862373352050781,11.097862243652344,29.37456512451172,4.062360763549805]",
153,23,49,6.824999999999999,-1.2249999999999996,3,SE,23,49,6.824999999999999,-1.2249999999999996,0.7555,0.7555,"[0,1,2,3,4]","[1.758496880531311,1.6950632333755493,1.6070021390914917,1.8490267992019653,1.4637664556503296,3.4008750915527344,8.484330177307129,5.169844627380371]",
154,24,49,6.824999999999999,-1.5749999999999993,4,S,24,49,6.824999999999999,-1.5749999999999993,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[1.5763890743255615,1.9615163803100586,2.0920448303222656,2.1150686740875244,2.2747886180877686,1.866340160369873,1.8573098182678223,1.8860278129577637]",
155,25,49,6.824999999999999,-1.924999999999999,4,S,25,49,6.824999999999999,-1.924999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[8.969599723815918,9.085771560668945,9.23847770690918,9.265525817871094,9.371122360229492,9.277423858642578,9.347038269042969,9.140899658203125]",
156,25,48,6.474999999999998,-1.924999999999999,6,W,25,48,6.474999999999998,-1.924999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[14.889080047607422,14.898109436035156,14.995353698730469,14.990686416625977,15.131057739257812,15.040750503540039,15.138509750366211,14.87619686126709]",
157,25,47,6.125,-1.924999999999999,6,W,25,47,6.125,-1.924999999999999,0.7555,0.7555,"[0,1,2,3,4,5,6]","[18.980152130126953,19.202356338500977,19.24220848083496,19.14675521850586,19.465303421020508,19.612903594970703,19.90039825439453,19.543743133544922]",
158,25,46,5.774999999999999,-1.924999999999999,6,W,25,46,5.774999999999999,-1.924999999999999,0.7555,0.7555,"[2,3,4,5,6]","[20.16310691833496,20.7362003326416,21.01764678955078,20.94388198852539,21.48697853088379,21.843793869018555,28.202770233154297,21.985692977905273]",
159,25,45,5.424999999999999,-1.924999999999999,6,W,25,45,5.424999999999999,-1.924999999999999,0.7555,0.7555,"[2,3,4,5,6]","[18.26480484008789,23.378177642822266,23.293087005615234,23.460376739501953,23.94974136352539,23.982725143432617,24.678171157836914,32.78788375854492]",
160,26,46,5.774999999999999,-2.2749999999999986,3,SE,26,46,5.774999999999999,-2.2749999999999986,0.7555,0.7555,"[2,3,4]","[28.340547561645508,25.757946014404297,23.795413970947266,24.5871639251709,24.393531799316406,24.586624145507812,29.891481399536133,26.72374153137207]",
161,26,45,5.424999999999999,-2.2749999999999986,6,W,26,45,5.424999999999999,-2.2749999999999986,0.7555,0.7555,"[0,1,2,3,4,5,6,7]","[23.276084899902344,24.527698516845703,24.528940200805664,24.411367416381836,24.665761947631836,24.698455810546875,25.027502059936523,24.479503631591797]",
162,27,45,5.424999999999999,-2.625,4,S,27,45,5.424999999999999,-2.625,0.7555,0.7555,"[0,1,2,3,4]","[25.56057357788086,25.38219451904297,25.348533630371094,25.556774139404297,25.70471954345703,25.854961395263672,26.5083065032959,27.446096420288086]",
163,27,44,5.074999999999999,-2.625,6,W,27,44,5.074999999999999,-2.625,0.7555,0.7555,"[0,1,2,6]","[24.890186309814453,25.04037857055664,25.250385284423828,25.266389846801758,25.788679122924805,26.33362579345703,25.941831588745117,25.8670597076416]",
164,27,43,4.725,-2.625,6,W,27,43,4.725,-2.625,0.7555,0.7555,"[2,6]","[25.014806747436523,24.58783531188965,24.395998001098633,24.987504959106445,25.673389434814453,25.629858016967773,34.752689361572266,25.420244216918945]",
165,27,42,4.374999999999998,-2.625,6,W,27,42,4.374999999999998,-2.625,0.7555,0.7555,"[2,4,5,6]","[26.201129913330078,25.99488067626953,25.453237533569336,25.989574432373047,26.330263137817383,26.48249053955078,28.384801864624023,30.08540916442871]",
166,26,42,4.374999999999998,-2.2749999999999986,0,N,26,42,4.374999999999998,-2.2749999999999986,0.7555,0.7555,"[0,2,3,4,5,6,7]","[43.36891174316406,19.46249771118164,22.869815826416016,23.346696853637695,24.029752731323242,23.766695022583008,30.35952377319336,32.227718353271484]",
167,25,41,4.024999999999999,-1.924999999999999,7,NW,25,41,4.024999999999999,-1.924999999999999,0.7569,0.7569,"[0,4,5,6,7]","[46.1547737121582,9.661380767822266,22.518230438232422,23.528942108154297,23.815650939941406,23.950841903686523,26.42264175415039,49.41183090209961]",
168,24,40,3.674999999999999,-1.5749999999999993,7,NW,24,40,3.674999999999999,-1.5749999999999993,0.7579,0.7579,"[0,1,2,3,4,5,6,7]","[37.971920013427734,39.36785888671875,19.312828063964844,20.526897430419922,20.590457916259766,21.401416778564453,28.085037231445312,42.004859924316406]",
169,23,40,3.674999999999999,-1.2249999999999996,0,N,23,40,3.674999999999999,-1.2249999999999996,0.7608,0.7608,"[0,1,2,3,4,5,6,7]","[49.527801513671875,40.153038024902344,16.100927352905273,16.165494918823242,13.615201950073242,23.221717834472656,40.50779724121094,44.93825149536133]",
170,22,40,3.674999999999999,-0.8749999999999991,0,N,22,40,3.674999999999999,-0.8749999999999991,0.7667,0.7667,"[0,1,2,3,4,5,6,7]","[50.6081428527832,39.70314025878906,39.26232147216797,12.659010887145996,25.589420318603516,14.473206520080566,41.762245178222656,45.8856086730957]",
171,21,39,3.3249999999999993,-0.5249999999999995,7,NW,21,39,3.3249999999999993,-0.5249999999999995,0.7691,0.7691,"[0,1,2,3,4,5,6,7]","[44.38418960571289,44.7816276550293,38.65294647216797,1.386897087097168,1.3502416610717773,25.136707305908203,38.64816665649414,45.086326599121094]",
172,20,38,2.9749999999999996,-0.17499999999999982,7,NW,20,38,2.9749999999999996,-0.17499999999999982,0.7705,0.7705,"[0,1,2,3,4,5,6,7]","[44.22903060913086,40.98851776123047,42.379554748535156,3.181281089782715,1.5673551559448242,21.93844985961914,39.093170166015625,45.57135772705078]",
173,19,37,2.625,0.1750000000000007,7,NW,19,37,2.625,0.1750000000000007,0.7705,0.7705,"[0,1,2,3,4,5,6,7]","[44.9951057434082,42.68169021606445,18.733951568603516,5.369805335998535,6.331774711608887,40.261993408203125,21.053150177001953,49.583187103271484]",
174,19,38,2.9749999999999996,0.1750000000000007,2,E,19,38,2.9749999999999996,0.1750000000000007,0.7735,0.7735,"[0,1,2,3,4,5,6,7]","[36.149513244628906,37.99620819091797,46.44429016113281,13.525362014770508,13.08698844909668,32.041259765625,31.96226692199707,32.13908386230469]",
175,18,39,3.3249999999999993,0.5250000000000004,1,NE,18,39,3.3249999999999993,0.5250000000000004,0.7793,0.7793,"[0,1,2,3,4,5,6,7]","[34.805320739746094,48.360862731933594,34.500816345214844,27.090038299560547,20.362886428833008,21.47766876220703,28.67662239074707,24.77910041809082]",
176,18,40,3.674999999999999,0.5250000000000004,2,E,18,40,3.674999999999999,0.5250000000000004,0.7919,0.7919,"[2,3,4,5,6]","[20.994665145874023,57.23143768310547,63.08936309814453,33.70814514160156,15.163230895996094,16.790117263793945,27.046689987182617,21.02487564086914]",
177,17,41,4.024999999999999,0.875,1,NE,17,41,4.024999999999999,0.875,0.8036,0.8036,"[0,1,2,3,4,5,6]","[50.223419189453125,54.285667419433594,38.19282531738281,23.208457946777344,13.148158073425293,21.6351318359375,24.460708618164062,11.30917739868164]",
178,16,42,4.374999999999998,1.2250000000000005,1,NE,16,42,4.374999999999998,1.2250000000000005,0.8109,0.8109,"[0,1,2,3,4,5,6,7]","[51.67886734008789,51.837032318115234,44.95356750488281,1.6080589294433594,12.614742279052734,15.855878829956055,3.021108627319336,49.6705207824707]",
179,15,41,4.024999999999999,1.5750000000000002,7,NW,15,41,4.024999999999999,1.5750000000000002,0.8196,0.8196,"[0,1,2,3,4,5,6,7]","[47.06309509277344,45.08057403564453,35.83192443847656,3.398681640625,3.5157299041748047,15.235841751098633,26.407791137695312,47.78529357910156]",
180,14,41,4.024999999999999,1.9250000000000007,0,N,14,41,4.024999999999999,1.9250000000000007,0.8284,0.8284,"[0,1,2,3,4,5,6,7]","[47.37849807739258,29.870586395263672,38.82961654663086,17.52011489868164,17.409748077392578,17.32868766784668,31.265262603759766,42.747764587402344]",
181,13,41,4.024999999999999,2.2750000000000004,0,N,13,41,4.024999999999999,2.2750000000000004,0.8357,0.8357,"[0,1,2,3,4,5,6,7]","[44.376869201660156,32.49397277832031,28.622961044311523,14.068595886230469,13.895448684692383,14.149894714355469,37.904457092285156,41.819847106933594]",
182,12,40,3.674999999999999,2.625,7,NW,12,40,3.674999999999999,2.625,0.8439,0.8439,"[0,1,2,3,4,5,6,7]","[43.43671417236328,40.897300720214844,12.96577262878418,12.572118759155273,11.586841583251953,12.75461196899414,34.54039764404297,44.741554260253906]",
183,11,40,3.674999999999999,2.9750000000000005,0,N,11,40,3.674999999999999,2.9750000000000005,0.8522,0.8522,"[0,1,2,3,4,5,6,7]","[55.22519302368164,43.43918991088867,20.899898529052734,17.732994079589844,19.58270263671875,24.16256332397461,17.81789779663086,51.83576202392578]",
184,10,39,3.3249999999999993,3.325,7,NW,10,39,3.3249999999999993,3.325,0.8649,0.8649,"[0,1,2,3,4,5,6,7]","[48.90311050415039,45.62531661987305,22.489391326904297,15.831652641296387,5.3407087326049805,16.912303924560547,41.69614028930664,50.99770736694336]",
185,9,39,3.3249999999999993,3.6750000000000003,0,N,9,39,3.3249999999999993,3.6750000000000003,0.8751,0.8751,"[0,1,2,3,4,5,6,7]","[39.0189208984375,32.76309585571289,13.201630592346191,-7.600502967834473,-4.883780479431152,11.637261390686035,38.1466064453125,38.08315658569336]",
186,8,38,2.9749999999999996,4.025,7,NW,8,38,2.9749999999999996,4.025,0.8843,0.8843,"[0,1,2,3,4,5,6,7]","[22.311506271362305,-2.425333023071289,-5.037646293640137,-5.245858669281006,-18.391685485839844,-21.282114028930664,16.601091384887695,25.32120704650879]",
187,7,37,2.625,4.375,7,NW,7,37,2.625,4.375,0.8921,0.8921,"[0,1,2,3,4,5,6,7]","[21.821334838867188,-2.2140626907348633,-1.3203191757202148,-3.5848450660705566,-9.884944915771484,11.882875442504883,24.969955444335938,25.918209075927734]",
188,7,36,2.2749999999999986,4.375,6,W,7,36,2.2749999999999986,4.375,0.8969,0.8969,"[0,1,2,3,4,5,6,7]","[11.790731430053711,-1.102546215057373,-1.0172476768493652,-2.5292978286743164,-2.2905726432800293,21.36200523376465,25.397863388061523,24.36427879333496]",
189,7,35,1.924999999999999,4.375,6,W,7,35,1.924999999999999,4.375,0.9013,0.9013,"[0,1,2,3,4,5,6,7]","[8.834552764892578,-3.446725606918335,-3.2723069190979004,-3.3013288974761963,-2.4507484436035156,3.4557714462280273,16.08069610595703,10.288296699523926]",
190,6,34,1.5749999999999993,4.725,7,NW,6,34,1.5749999999999993,4.725,0.9062,0.9062,"[0,1,2,3,4,5,6,7]","[-8.23373794555664,-1.5989400148391724,-1.4611660242080688,-1.2889755964279175,-0.7919565439224243,5.909139633178711,6.089256286621094,13.943848609924316]",
191,6,33,1.2249999999999996,4.725,6,W,6,33,1.2249999999999996,4.725,0.9096,0.9096,"[0,1,2,3,4,5,6,7]","[-5.050008296966553,-7.052722454071045,-7.481561183929443,-7.274720191955566,-6.186062335968018,2.436917781829834,14.889650344848633,14.731229782104492]",
192,5,32,0.875,5.075,7,NW,5,32,0.875,5.075,0.9135,0.9135,"[0,1,2,3,4,5,6,7]","[-4.564797878265381,-7.731060981750488,-7.7816948890686035,-7.995989799499512,-6.628501892089844,10.252848625183105,7.802425384521484,13.616090774536133]",
193,4,31,0.5249999999999986,5.425,7,NW,4,31,0.5249999999999986,5.425,0.9164,0.9164,"[0,1,2,3,4,5,6,7]","[-5.4813337326049805,-6.829296112060547,-7.219715118408203,-7.43190860748291,-6.770447731018066,-6.398283004760742,14.862873077392578,16.30954933166504]",
194,3,30,0.17499999999999893,5.775,7,NW,3,30,0.17499999999999893,5.775,0.9193,0.9193,"[0,1,2,3,4,5,6,7]","[-6.040088653564453,-7.764969825744629,-7.866524696350098,-10.989336013793945,-7.5193986892700195,-1.8799505233764648,15.478059768676758,16.545215606689453]",
195,3,29,-0.1750000000000007,5.775,6,W,3,29,-0.1750000000000007,5.775,0.9217,0.9217,"[0,1,2,3,4,5,6,7]","[-8.335611343383789,-9.517228126525879,-9.549412727355957,-10.09366226196289,-8.647744178771973,6.791834831237793,13.934070587158203,13.6591796875]",
